Gene Omega Class
FBgn0034009 0.04643 devo
FBgn0034012 0.04732 devo
FBgn0034013 0.06008 devo
FBgn0034049 0.07851 devo
FBgn0034051 0.10168 devo
FBgn0034071 0.12326 devo
FBgn0034085 0.14507 devo
FBgn0034087 0.05354 devo
FBgn0034096 0.07314 devo
FBgn0034098 0.22868 devo
FBgn0034118 0.0931 devo
FBgn0034135 0.01026 devo
FBgn0034137 0.04799 devo
FBgn0034151 0.03202 devo
FBgn0034157 0.05666 devo
FBgn0034175 0.1862 devo
FBgn0034180 0.09461 devo
FBgn0034219 0.14571 devo
FBgn0034230 0.10489 devo
FBgn0034237 0.01506 devo
FBgn0034240 0.13112 devo
FBgn0034243 0.02534 devo
FBgn0034249 0.0672 devo
FBgn0034262 0.08351 devo
FBgn0034264 0.02837 devo
FBgn0034279 0.08958 devo
FBgn0034312 0.1187 devo
FBgn0034314 0.08891 devo
FBgn0034315 0.05715 devo
FBgn0034371 0.02525 devo
FBgn0034408 0.03543 devo
FBgn0034423 0.10188 devo
FBgn0034430 0.11201 devo
FBgn0034451 0.07561 devo
FBgn0034487 0.06308 devo
FBgn0034499 0.03785 devo
FBgn0034514 0.62359 devo
FBgn0034517 0.0807 devo
FBgn0034534 0.01985 devo
FBgn0034577 0.02632 devo
FBgn0034582 0.04305 devo
FBgn0034602 0.13239 devo
FBgn0034641 0.04194 devo
FBgn0034646 0.01987 devo
FBgn0034661 0.03565 devo
FBgn0034667 0.1932 devo
FBgn0034697 0.06586 devo
FBgn0034720 0.05681 devo
FBgn0034724 0.21368 devo
FBgn0034740 0.08793 devo
FBgn0034789 0.04718 devo
FBgn0034793 0.06917 devo
FBgn0034803 0.05712 devo
FBgn0034827 0.11465 devo
FBgn0034876 0.02765 devo
FBgn0034880 0.70501 devo
FBgn0034894 0.04147 devo
FBgn0034897 0.06319 devo
FBgn0034921 0.06857 devo
FBgn0034962 0.10329 devo
FBgn0034972 0.08654 devo
FBgn0035001 0.05172 devo
FBgn0035004 0.11405 devo
FBgn0035025 0.13176 devo
FBgn0035060 0.07149 devo
FBgn0035083 0.03113 devo
FBgn0035085 0.0847 devo
FBgn0035101 0.06421 devo
FBgn0035106 0.10879 devo
FBgn0035131 0.09173 devo
FBgn0035147 0.01872 devo
FBgn0035153 0.09934 devo
FBgn0035205 0.02401 devo
FBgn0035227 0.03943 devo
FBgn0035233 0.04834 devo
FBgn0035236 0.03098 devo
FBgn0035279 0.15617 devo
FBgn0035280 0.04937 devo
FBgn0035281 0.0603 devo
FBgn0035398 0.02744 devo
FBgn0035402 0.04872 devo
FBgn0035437 0.02132 devo
FBgn0035461 0.20521 devo
FBgn0035468 0.04189 devo
FBgn0035483 0.0559 devo
FBgn0035498 0.03144 devo
FBgn0035511 0.0745 devo
FBgn0035512 0.07703 devo
FBgn0035513 0.10585 devo
FBgn0035529 0.04807 devo
FBgn0035533 0.07616 devo
FBgn0035539 0.08144 devo
FBgn0035541 0.04146 devo
FBgn0035543 0.05328 devo
FBgn0035574 0.04014 devo
FBgn0035586 0.0461 devo
FBgn0035590 0.06685 devo
FBgn0035608 0.11136 devo
FBgn0035625 0.05675 devo
FBgn0035632 0.08291 devo
FBgn0035640 0.02522 devo
FBgn0035686 0.10185 devo
FBgn0035694 0.13071 devo
FBgn0035708 0.04413 devo
FBgn0035719 0.11271 devo
FBgn0035735 0.17102 devo
FBgn0035736 0.08074 devo
FBgn0035769 0.0757 devo
FBgn0035798 0.17293 devo
FBgn0035802 0.05554 devo
FBgn0035847 0.61261 devo
FBgn0035849 0.03198 devo
FBgn0035851 0.0399 devo
FBgn0035871 0.05395 devo
FBgn0035873 0.15633 devo
FBgn0035875 0.02998 devo
FBgn0035915 0.02566 devo
FBgn0035917 0.12459 devo
FBgn0035954 0.10762 devo
FBgn0035956 0.08171 devo
FBgn0035971 0.251 devo
FBgn0035985 0.04622 devo
FBgn0035993 0.09038 devo
FBgn0036007 0.09667 devo
FBgn0036029 0.24958 devo
FBgn0036044 0.16993 devo
FBgn0036046 0.08727 devo
FBgn0036101 0.14489 devo
FBgn0036108 0.16416 devo
FBgn0036109 0.15914 devo
FBgn0036110 0.13104 devo
FBgn0036141 0.03196 devo
FBgn0036144 0.04981 devo
FBgn0036147 0.08499 devo
FBgn0036165 0.1106 devo
FBgn0036180 0.07169 devo
FBgn0036183 0.04773 devo
FBgn0036187 0.04887 devo
FBgn0036191 0.08479 devo
FBgn0036198 0.07304 devo
FBgn0036248 0.15775 devo
FBgn0036255 0.04519 devo
FBgn0036274 0.07964 devo
FBgn0036282 0.05662 devo
FBgn0036285 0.12867 devo
FBgn0036298 0.05199 devo
FBgn0036318 0.06086 devo
FBgn0036340 0.08177 devo
FBgn0036365 0.08674 devo
FBgn0036372 0.0441 devo
FBgn0036376 0.04893 devo
FBgn0036397 0.02687 devo
FBgn0036485 0.06018 devo
FBgn0036510 0.02415 devo
FBgn0036514 0.08281 devo
FBgn0036518 0.03525 devo
FBgn0036544 0.03736 devo
FBgn0036568 0.06673 devo
FBgn0036574 0.10739 devo
FBgn0036617 0.15225 devo
FBgn0036618 0.11527 devo
FBgn0036619 0.11833 devo
FBgn0036641 0.07054 devo
FBgn0036680 0.08278 devo
FBgn0036688 0.03349 devo
FBgn0036690 0.0924 devo
FBgn0036697 0.02716 devo
FBgn0036713 0.08203 devo
FBgn0036715 0.04307 devo
FBgn0036732 0.03747 devo
FBgn0036801 0.06295 devo
FBgn0036813 0.03867 devo
FBgn0036816 0.05139 devo
FBgn0036822 0.16944 devo
FBgn0036826 0.08926 devo
FBgn0036868 0.2147 devo
FBgn0036878 0.07088 devo
FBgn0036879 0.08485 devo
FBgn0036880 0.04911 devo
FBgn0036881 0.11978 devo
FBgn0036895 0.14802 devo
FBgn0036896 0.04611 devo
FBgn0036900 0.10405 devo
FBgn0036934 0.04879 devo
FBgn0036938 0.10826 devo
FBgn0036995 0.05008 devo
FBgn0037014 0.07577 devo
FBgn0037019 0.07256 devo
FBgn0037021 0.04115 devo
FBgn0037067 0.14688 devo
FBgn0037068 0.08803 devo
FBgn0037076 0.08917 devo
FBgn0037092 0.02864 devo
FBgn0037114 0.09099 devo
FBgn0037130 0.0332 devo
FBgn0037164 0.06369 devo
FBgn0037182 0.05992 devo
FBgn0037205 0.20289 devo
FBgn0037207 0.06814 devo
FBgn0037218 0.07468 devo
FBgn0037224 0.12041 devo
FBgn0037227 0.06301 devo
FBgn0037236 0.0877 devo
FBgn0037240 0.03744 devo
FBgn0037262 0.04971 devo
FBgn0037265 0.09683 devo
FBgn0037276 0.05071 devo
FBgn0037279 0.01924 devo
FBgn0037363 0.089 devo
FBgn0037364 0.02089 devo
FBgn0037374 0.03999 devo
FBgn0037375 0.05228 devo
FBgn0037405 0.18135 devo
FBgn0037436 0.04819 devo
FBgn0037443 0.0744 devo
FBgn0037446 0.05853 devo
FBgn0037468 0.11151 devo
FBgn0037473 0.04827 devo
FBgn0037481 0.15078 devo
FBgn0037551 0.01962 devo
FBgn0037555 0.07622 devo
FBgn0037573 0.00192 devo
FBgn0037574 0.06941 devo
FBgn0037617 0.14572 devo
FBgn0037618 0.13931 devo
FBgn0037620 0.14775 devo
FBgn0037621 0.03857 devo
FBgn0037643 0.04734 devo
FBgn0037657 0.02529 devo
FBgn0037671 0.08309 devo
FBgn0037672 0.08623 devo
FBgn0037675 0.13417 devo
FBgn0037680 0.02411 devo
FBgn0037700 0.09649 devo
FBgn0037802 0.04791 devo
FBgn0037873 0.06225 devo
FBgn0037874 0.04404 devo
FBgn0037896 0.10045 devo
FBgn0037917 0.02196 devo
FBgn0037960 0.06746 devo
FBgn0037978 0.01499 devo
FBgn0037980 0.00855 devo
FBgn0038011 0.44824 devo
FBgn0038037 0.07536 devo
FBgn0038042 0.06688 devo
FBgn0038065 0.00297 devo
FBgn0038071 0.2537 devo
FBgn0038074 0.03313 devo
FBgn0038079 0.13334 devo
FBgn0038084 0.13851 devo
FBgn0038087 0.0739 devo
FBgn0038092 0.12987 devo
FBgn0038132 0.06496 devo
FBgn0038167 0.05882 devo
FBgn0038168 0.04527 devo
FBgn0038180 0.05509 devo
FBgn0038198 0.05727 devo
FBgn0038206 0.04525 devo
FBgn0038223 0.17092 devo
FBgn0038225 0.21972 devo
FBgn0038233 0.04903 devo
FBgn0038257 0.10911 devo
FBgn0038279 0.13148 devo
FBgn0038320 0.0041 devo
FBgn0038331 0.00741 devo
FBgn0038385 0.03812 devo
FBgn0038387 0.04211 devo
FBgn0038390 0.14938 devo
FBgn0038418 0.10128 devo
FBgn0038473 0.03976 devo
FBgn0038476 0.18902 devo
FBgn0038494 0.14827 devo
FBgn0038498 0.17334 devo
FBgn0038519 0.03977 devo
FBgn0038524 0.05442 devo
FBgn0038545 0.03242 devo
FBgn0038578 0.01769 devo
FBgn0038592 0.08515 devo
FBgn0038607 0.14221 devo
FBgn0038714 0.07953 devo
FBgn0038746 0.05122 devo
FBgn0038747 0.05367 devo
FBgn0038755 0.03748 devo
FBgn0038772 0.05172 devo
FBgn0038788 0.11525 devo
FBgn0038816 0.03712 devo
FBgn0038819 0.05052 devo
FBgn0038826 0.12868 devo
FBgn0038852 0.11748 devo
FBgn0038853 0.05066 devo
FBgn0038862 0.06655 devo
FBgn0038880 0.05647 devo
FBgn0038893 0.06587 devo
FBgn0038901 0.02389 devo
FBgn0038916 0.02619 devo
FBgn0038922 0.04174 devo
FBgn0038947 0.00999 devo
FBgn0038965 0.00993 devo
FBgn0038980 0.07435 devo
FBgn0038984 0.04538 devo
FBgn0038986 0.02365 devo
FBgn0039003 0.06261 devo
FBgn0039016 0.06685 devo
FBgn0039024 0.07741 devo
FBgn0039039 0.11634 devo
FBgn0039048 0.07546 devo
FBgn0039054 0.05659 devo
FBgn0039055 0.04817 devo
FBgn0039056 0.02377 devo
FBgn0039058 0.12082 devo
FBgn0039066 0.0983 devo
FBgn0039071 0.0411 devo
FBgn0039081 0.06206 devo
FBgn0039089 0.07258 devo
FBgn0039109 0.06928 devo
FBgn0039124 0.13119 devo
FBgn0039132 0.01022 devo
FBgn0039139 0.03128 devo
FBgn0039141 0.05341 devo
FBgn0039189 0.05753 devo
FBgn0039213 0.02654 devo
FBgn0039225 0.07905 devo
FBgn0039226 0.05491 devo
FBgn0039227 0.03849 devo
FBgn0039232 0.05154 devo
FBgn0039269 0.00951 devo
FBgn0039270 0.11817 devo
FBgn0039283 0.0826 devo
FBgn0039294 0.02812 devo
FBgn0039302 0.13447 devo
FBgn0039338 0.03996 devo
FBgn0039354 0.07179 devo
FBgn0039380 0.00438 devo
FBgn0039411 0.06991 devo
FBgn0039431 0.09017 devo
FBgn0039435 0.06955 devo
FBgn0039438 0.11257 devo
FBgn0039439 0.1786 devo
FBgn0039440 0.16945 devo
FBgn0039443 0.14939 devo
FBgn0039444 0.07062 devo
FBgn0039448 0.09312 devo
FBgn0039450 0.06391 devo
FBgn0039469 0.08857 devo
FBgn0039480 0.04834 devo
FBgn0039481 0.04413 devo
FBgn0039500 0.12518 devo
FBgn0039504 0.13278 devo
FBgn0039528 0.04242 devo
FBgn0039532 0.00923 devo
FBgn0039559 0.11847 devo
FBgn0039560 0.14698 devo
FBgn0039561 0.07741 devo
FBgn0039576 0.0578 devo
FBgn0039584 0.082 devo
FBgn0039594 0.02453 devo
FBgn0039617 0.04957 devo
FBgn0039620 0.03883 devo
FBgn0039632 0.02878 devo
FBgn0039679 0.15639 devo
FBgn0039680 0.06703 devo
FBgn0039704 0.05738 devo
FBgn0039705 0.0391 devo
FBgn0039713 0.02307 devo
FBgn0039739 0.15694 devo
FBgn0039774 0.02919 devo
FBgn0039779 0.19753 devo
FBgn0039802 0.06854 devo
FBgn0039805 0.07247 devo
FBgn0039852 0.04399 devo
FBgn0039858 0.1035 devo
FBgn0039883 0.05516 devo
FBgn0039907 0.11149 devo
FBgn0039914 0.10699 devo
FBgn0039924 0.01283 devo
FBgn0039928 0.06123 devo
FBgn0039932 0.07736 devo
FBgn0039937 0.09435 devo
FBgn0039938 0.12226 devo
FBgn0039955 0.10862 devo
FBgn0040038 0.05376 devo
FBgn0040066 0.0124 devo
FBgn0040075 0.01328 devo
FBgn0040080 0.0293 devo
FBgn0040087 0.03312 devo
FBgn0040089 0.05895 devo
FBgn0040206 0.0232 devo
FBgn0040207 0.06592 devo
FBgn0040208 0.05133 devo
FBgn0040228 0.02585 devo
FBgn0040230 0.01825 devo
FBgn0040268 0.0796 devo
FBgn0040271 0.05817 devo
FBgn0040283 0.01658 devo
FBgn0040290 0.07988 devo
FBgn0040296 0.03779 devo
FBgn0040297 0.08119 devo
FBgn0040298 0.07234 devo
FBgn0040318 0.05547 devo
FBgn0040319 0.038 devo
FBgn0040336 0.05588 devo
FBgn0040339 0.00785 devo
FBgn0040366 0.08791 devo
FBgn0040388 0.07904 devo
FBgn0040487 0.19888 devo
FBgn0040491 0.02723 devo
FBgn0040508 0.00305 devo
FBgn0040509 0.00293 devo
FBgn0040510 0.00666 devo
FBgn0040532 0.07064 devo
FBgn0040534 0.00308 devo
FBgn0040674 0.20242 devo
FBgn0040752 0.06247 devo
FBgn0040949 0.23482 devo
FBgn0041087 0.09553 devo
FBgn0041096 0.05503 devo
FBgn0041097 0.04819 devo
FBgn0041100 0.03803 devo
FBgn0041103 0.16421 devo
FBgn0041111 0.09741 devo
FBgn0041156 0.09386 devo
FBgn0041160 0.19325 devo
FBgn0041171 0.09365 devo
FBgn0041174 0.09183 devo
FBgn0041191 0.02881 devo
FBgn0041195 0.13324 devo
FBgn0041252 0.12093 devo
FBgn0041342 0.04752 devo
FBgn0041585 0.08298 devo
FBgn0041604 0.06157 devo
FBgn0041605 0.05617 devo
FBgn0041775 0.07781 devo
FBgn0041789 0.03433 devo
FBgn0042083 0.0345 devo
FBgn0042085 0.07175 devo
FBgn0042118 0.29607 devo
FBgn0042132 0.12252 devo
FBgn0042627 0.06213 devo
FBgn0042641 0.04754 devo
FBgn0043010 0.02486 devo
FBgn0043025 0.1374 devo
FBgn0043362 0.02624 devo
FBgn0043364 0.12153 devo
FBgn0043792 0.06997 devo
FBgn0043854 0.08368 devo
FBgn0043900 0.05711 devo
FBgn0044028 0.05231 devo
FBgn0044047 0.2609 devo
FBgn0044048 0.29571 devo
FBgn0044050 0.11796 devo
FBgn0044323 0.02427 devo
FBgn0044324 0.06922 devo
FBgn0044419 0.04709 devo
FBgn0044452 0.0849 devo
FBgn0045063 0.06695 devo
FBgn0045064 0.02694 devo
FBgn0045442 0.44749 devo
FBgn0045443 0.20093 devo
FBgn0045842 0.16961 devo
FBgn0045866 0.04362 devo
FBgn0046687 0.03358 devo
FBgn0050021 0.03504 devo
FBgn0050042 0.11809 devo
FBgn0050045 0.06766 devo
FBgn0050069 0.08419 devo
FBgn0050101 0.05112 devo
FBgn0050163 0.09315 devo
FBgn0050293 0.16121 devo
FBgn0050401 0.13494 devo
FBgn0050410 0.03615 devo
FBgn0050462 0.10252 devo
FBgn0050476 0.04231 devo
FBgn0050481 0.06035 devo
FBgn0051005 0.07334 devo
FBgn0051014 0.13931 devo
FBgn0051076 0.11663 devo
FBgn0051080 0.11347 devo
FBgn0051081 0.15888 devo
FBgn0051146 0.10375 devo
FBgn0051148 0.09369 devo
FBgn0051151 0.12289 devo
FBgn0051158 0.06226 devo
FBgn0051251 0.1037 devo
FBgn0051281 0.40376 devo
FBgn0051352 0.0245 devo
FBgn0051374 0.06117 devo
FBgn0051406 0.85125 devo
FBgn0051481 0.08128 devo
FBgn0051619 0.06559 devo
FBgn0051661 0.20456 devo
FBgn0051687 0.03477 devo
FBgn0051755 0.23087 devo
FBgn0051774 0.04062 devo
FBgn0051852 0.0584 devo
FBgn0051876 0.06016 devo
FBgn0051961 0.07335 devo
FBgn0052006 0.14858 devo
FBgn0052022 0.17146 devo
FBgn0052029 0.05881 devo
FBgn0052062 0.22916 devo
FBgn0052177 0.05999 devo
FBgn0052179 0.09682 devo
FBgn0052227 0.07435 devo
FBgn0052296 0.08756 devo
FBgn0052301 0.12131 devo
FBgn0052354 0.02881 devo
FBgn0052364 0.26757 devo
FBgn0052405 0.05508 devo
FBgn0052418 0.05775 devo
FBgn0052423 0.0421 devo
FBgn0052475 0.07513 devo
FBgn0052528 0.01766 devo
FBgn0052570 0.06625 devo
FBgn0052571 0.12943 devo
FBgn0052574 0.1219 devo
FBgn0052579 0.16143 devo
FBgn0052644 0.32865 devo
FBgn0052666 0.07568 devo
FBgn0052672 0.0344 devo
FBgn0052774 0.33789 devo
FBgn0053094 0.06625 devo
FBgn0053100 0.09464 devo
FBgn0053138 0.03258 devo
FBgn0053155 0.03402 devo
FBgn0053193 0.05977 devo
FBgn0053200 0.24072 devo
FBgn0053202 0.11172 devo
FBgn0053302 0.11327 devo
FBgn0053519 0.05404 devo
FBgn0053526 0.07857 devo
FBgn0053531 0.36303 devo
FBgn0061198 0.00575 devo
FBgn0061469 0.06733 devo
FBgn0061515 0.03387 devo
FBgn0062411 0.10439 devo
FBgn0063485 0.0573 devo
FBgn0066365 0.01768 devo
FBgn0067864 0.02718 devo
FBgn0069242 0.01059 devo
FBgn0082582 0.05319 devo
FBgn0083940 0.13416 devo
FBgn0083960 0.0629 devo
FBgn0083975 0.03995 devo
FBgn0085300 0.10285 devo
FBgn0085362 0.14149 devo
FBgn0085408 0.09568 devo
FBgn0085412 0.03671 devo
FBgn0085414 0.02537 devo
FBgn0085432 0.05295 devo
FBgn0085436 0.04182 devo
FBgn0085444 0.07857 devo
FBgn0085446 0.08283 devo
FBgn0085450 0.07228 devo
FBgn0085491 0.20813 devo
FBgn0086129 0.09267 devo
FBgn0086251 0.25129 devo
FBgn0086253 0.08988 devo
FBgn0086265 0.20984 devo
FBgn0086266 0.18923 devo
FBgn0086346 0.03908 devo
FBgn0086347 0.03147 devo
FBgn0086355 0.06646 devo
FBgn0086356 0.05395 devo
FBgn0086359 0.0466 devo
FBgn0086361 0.05462 devo
FBgn0086365 0.06209 devo
FBgn0086367 0.03619 devo
FBgn0086368 0.05627 devo
FBgn0086384 0.01433 devo
FBgn0086408 0.09392 devo
FBgn0086519 0.22686 devo
FBgn0086611 0.18104 devo
FBgn0086613 0.04417 devo
FBgn0086657 0.02196 devo
FBgn0086676 0.10959 devo
FBgn0086677 0.09908 devo
FBgn0086681 0.21345 devo
FBgn0086683 0.06127 devo
FBgn0086687 0.05817 devo
FBgn0086695 0.0655 devo
FBgn0086698 0.04796 devo
FBgn0086712 0.09892 devo
FBgn0086779 0.03734 devo
FBgn0086785 0.04622 devo
FBgn0086898 0.06319 devo
FBgn0086900 0.29607 devo
FBgn0086907 0.07204 devo
FBgn0086912 0.17472 devo
FBgn0086915 0.43226 devo
FBgn0086917 0.05391 devo
FBgn0087012 0.11902 devo
FBgn0087040 0.03025 devo
FBgn0243486 0.06417 devo
FBgn0243516 0.13594 devo
FBgn0243586 0.09194 devo
FBgn0250753 0.04083 devo
FBgn0250785 0.0257 devo
FBgn0250786 0.04767 devo
FBgn0250788 0.00804 devo
FBgn0250789 0.00459 devo
FBgn0250791 0.0151 devo
FBgn0250833 0.05248 devo
FBgn0250843 0.08199 devo
FBgn0250871 0.04205 devo
FBgn0259139 0.05601 devo
FBgn0259174 0.02896 devo
FBgn0259176 0.0945 devo
FBgn0259209 0.0421 devo
FBgn0259210 0.07068 devo
FBgn0259212 0.05601 devo
FBgn0259219 0.0508 devo
FBgn0259236 0.1382 devo
FBgn0259243 0.01254 devo
FBgn0259481 0.16376 devo
FBgn0259483 0.00999 devo
FBgn0259676 0.05105 devo
FBgn0259678 0.07352 devo
FBgn0259685 0.04274 devo
FBgn0259701 0.29165 devo
FBgn0259733 0.05835 devo
FBgn0259745 0.02338 devo
FBgn0259749 0.06141 devo
FBgn0259791 0.07529 devo
FBgn0259794 0.07126 devo
FBgn0259822 0.05068 devo
FBgn0259878 0.22262 devo
FBgn0259937 0.02987 devo
FBgn0259938 0.07512 devo
FBgn0259986 0.0623 devo
FBgn0260003 0.0347 devo
FBgn0260004 0.06809 devo
FBgn0260006 0.05305 devo
FBgn0260012 0.04003 devo
FBgn0260049 0.02819 devo
FBgn0260386 0.05845 devo
FBgn0260397 0.04518 devo
FBgn0260400 0.02022 devo
FBgn0260440 0.03854 devo
FBgn0260442 0.02564 devo
FBgn0260461 0.08315 devo
FBgn0260466 0.34208 devo
FBgn0260642 0.02955 devo
FBgn0260648 0.05974 devo
FBgn0260653 0.01653 devo
FBgn0260660 0.12303 devo
FBgn0260775 0.1021 devo
FBgn0260799 0.04789 devo
FBgn0260817 0.07446 devo
FBgn0260856 0.03592 devo
FBgn0260932 0.22286 devo
FBgn0260940 0.0419 devo
FBgn0260941 0.11057 devo
FBgn0260943 0.14716 devo
FBgn0260945 0.04002 devo
FBgn0260959 0.1441 devo
FBgn0260960 0.02804 devo
FBgn0260962 0.02095 devo
FBgn0260987 0.06528 devo
FBgn0261004 0.07702 devo
FBgn0261016 0.13708 devo
FBgn0261020 0.07503 devo
FBgn0261053 0.05905 devo
FBgn0261064 0.05918 devo
FBgn0261108 0.06857 devo
FBgn0261111 0.03541 devo
FBgn0261239 0.06499 devo
FBgn0261244 0.03516 devo
FBgn0261245 0.05327 devo
FBgn0261266 0.15322 devo
FBgn0261268 0.01857 devo
FBgn0261269 0.06113 devo
FBgn0261270 0.00337 devo
FBgn0261276 0.03275 devo
FBgn0261277 0.06105 devo
FBgn0261278 0.03417 devo
FBgn0261279 0.11203 devo
FBgn0261283 0.07793 devo
FBgn0261341 0.04868 devo
FBgn0261349 0.20335 devo
FBgn0261385 0.07217 devo
FBgn0261397 0.03516 devo
FBgn0261434 0.05647 devo
FBgn0261437 0.12461 devo
FBgn0261445 0.01501 devo
FBgn0261456 0.03463 devo
FBgn0261458 0.10436 devo
FBgn0261529 0.14785 devo
FBgn0261545 0.05345 devo
FBgn0261563 0.06442 devo
FBgn0261618 0.1343 devo
FBgn0261648 0.0407 devo
FBgn0261675 0.08064 devo
FBgn0261683 0.06256 devo
FBgn0261697 0.16853 devo
FBgn0261714 0.41079 devo
FBgn0261722 0.11064 devo
FBgn0261723 0.07701 devo
FBgn0261786 0.08602 devo
FBgn0261787 0.06274 devo
FBgn0261793 0.14512 devo
FBgn0261799 0.09402 devo
FBgn0261822 0.29485 devo
FBgn0261823 0.1343 devo
FBgn0261850 0.01419 devo
FBgn0261885 0.07002 devo
FBgn0261952 0.11813 devo
FBgn0261953 0.02177 devo
FBgn0261963 0.03236 devo
FBgn0261983 0.06621 devo
FBgn0261984 0.04796 devo
FBgn0261985 0.027 devo
FBgn0261986 0.04343 devo
FBgn0261987 0.07743 devo
FBgn0262018 0.03625 devo
FBgn0262029 0.05351 devo
FBgn0262081 0.05804 devo
FBgn0262112 0.08056 devo
FBgn0262127 0.04629 devo
FBgn0262166 0.03347 devo
FBgn0262167 0.16092 devo
FBgn0262518 0.01047 devo
FBgn0262527 0.15265 devo
FBgn0262559 0.02011 devo
FBgn0262560 0.10935 devo
FBgn0262582 0.14763 devo
FBgn0262598 0.11922 devo
FBgn0262601 0.01269 devo
FBgn0262614 0.07928 devo
FBgn0262636 0.0978 devo
FBgn0262656 0.11956 devo
FBgn0262699 0.01604 devo
FBgn0262716 0.01517 devo
FBgn0262733 0.01378 devo
FBgn0262739 0.01119 devo
FBgn0262743 0.03254 devo
FBgn0262866 0.01878 devo
FBgn0262869 0.06018 devo
FBgn0262872 0.07229 devo
FBgn0262937 0.06592 devo
FBgn0263006 0.03187 devo
FBgn0263106 0.07458 devo
FBgn0263112 0.09836 devo
FBgn0263118 0.08918 devo
FBgn0263143 0.17006 devo
FBgn0263144 0.08327 devo
FBgn0263197 0.05633 devo
FBgn0263219 0.01367 devo
FBgn0263231 0.05071 devo
FBgn0263239 0.09789 devo
FBgn0263251 0.02543 devo
FBgn0263258 0.07373 devo
FBgn0263260 0.04333 devo
FBgn0263289 0.09978 devo
FBgn0263316 0.05153 devo
FBgn0263353 0.0528 devo
FBgn0263391 0.03682 devo
FBgn0263392 0.07151 devo
FBgn0263396 0.08238 devo
FBgn0263456 0.02181 devo
FBgn0263490 0.1282 devo
FBgn0263510 0.03583 devo
FBgn0263511 0.08854 devo
FBgn0263512 0.05853 devo
FBgn0263594 0.10456 devo
FBgn0263599 0.00997 devo
FBgn0263601 0.02386 devo
FBgn0263602 0.04059 devo
FBgn0263667 0.08288 devo
FBgn0263705 0.01986 devo
FBgn0263782 0.04971 devo
FBgn0263929 0.07613 devo
FBgn0263930 0.10905 devo
FBgn0263933 0.05806 devo
FBgn0263979 0.00081 devo
FBgn0263987 0.10927 devo
FBgn0263988 0.08614 devo
FBgn0263994 0.09678 devo
FBgn0264075 0.02393 devo
FBgn0264272 0.05368 devo
FBgn0264307 0.04444 devo
FBgn0264442 0.08534 devo
FBgn0264489 0.10536 devo
FBgn0264491 0.07698 devo
FBgn0264493 0.01322 devo
FBgn0264542 0.07433 devo
FBgn0264560 0.0489 devo
FBgn0264606 0.04063 devo
FBgn0264607 0.0149 devo
FBgn0264672 0.05844 devo
FBgn0264694 0.02111 devo
FBgn0264695 0.08177 devo
FBgn0264810 0.01947 devo
FBgn0264855 0.01116 devo
FBgn0264954 0.10267 devo
FBgn0264959 0.02305 devo
FBgn0264978 0.01293 devo
FBgn0265011 0.11033 devo
FBgn0265042 0.05056 devo
FBgn0265089 0.12853 devo
FBgn0265101 0.06526 devo
FBgn0265174 0.09738 devo
FBgn0265180 0.05143 devo
FBgn0265190 0.0721 devo
FBgn0265297 0.03296 devo
FBgn0265416 0.15661 devo
FBgn0265434 0.01378 devo
FBgn0265487 0.25535 devo
FBgn0265512 0.03113 devo
FBgn0265607 0.06022 devo
FBgn0265726 0.0512 devo
FBgn0265778 0.03175 devo
FBgn0265935 0.04083 devo
FBgn0265991 0.0808 devo
FBgn0266053 0.07011 devo
FBgn0266083 0.12982 devo
FBgn0266084 0.03944 devo
FBgn0266098 0.05181 devo
FBgn0266136 0.0534 devo
FBgn0266369 0.11574 devo
FBgn0266409 0.03182 devo
FBgn0266417 0.06474 devo
FBgn0266418 0.04795 devo
FBgn0266420 0.18208 devo
FBgn0266421 0.08735 devo
FBgn0266435 0.01996 devo
FBgn0266450 0.10732 devo
FBgn0266452 0.03112 devo
FBgn0266464 0.02588 devo
FBgn0266521 0.08068 devo
FBgn0266566 0.05039 devo
FBgn0266572 0.08181 devo
FBgn0266579 0.11295 devo
FBgn0266599 0.01867 devo
FBgn0266668 0.03186 devo
FBgn0266671 0.00884 devo
FBgn0266672 0.02711 devo
FBgn0266674 0.01179 devo
FBgn0266711 0.00639 devo
FBgn0266724 0.0128 devo
FBgn0266757 0.12522 devo
FBgn0266848 0.02375 devo
FBgn0266916 0.28382 devo
FBgn0266917 0.03286 devo
FBgn0267002 0.01393 devo
FBgn0267347 0.10978 devo
FBgn0267348 0.04345 devo
FBgn0267366 0.07993 devo
FBgn0267376 0.0654 devo
FBgn0267486 0.02579 devo
FBgn0267487 0.09536 devo
FBgn0267488 0.02985 devo
FBgn0267490 0.47278 devo
FBgn0267491 0.49129 devo
FBgn0267492 0.47673 devo
FBgn0267493 0.46305 devo
FBgn0267698 0.0326 devo
FBgn0267727 0.03171 devo
FBgn0267728 0.08315 devo
FBgn0267790 0.0469 devo
FBgn0267795 0.03717 devo
FBgn0267849 0.03918 devo
FBgn0267904 0.13419 devo
FBgn0267905 0.1301 devo
FBgn0267975 0.05848 devo
FBgn0267978 0.03178 devo
FBgn0268063 0.09477 devo
FBgn0278604 0.15228 devo
FBgn0283442 0.14246 devo
FBgn0283469 0.01573 devo
FBgn0283471 0.20949 devo
FBgn0283472 0.03168 devo
FBgn0283499 0.11149 devo
FBgn0283500 0.0636 devo
FBgn0283508 0.00417 devo
